id,web_name,first_name,second_name,team_name,position_team,element_type,selected_by_percent,now_cost,form,points_per_game,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value_season,transfers_in,transfers_out,position,price,data_date
792,Monga,Jeremy,Monga,Leicester,19,3,0.0,45,0.3,1.0,1,16,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.2,75,24,MID,4.5,2025-04-19
796,Olabade Aluko,Olabade,Aluko,Leicester,19,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,4,DEF,4.0,2025-04-19
797,Jake Evans,Jake,Evans,Leicester,19,3,0.0,45,0.5,1.0,1,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.2,27,3,MID,4.5,2025-04-19
310,A.Becker,Alisson,Ramses Becker,Liverpool,1,1,8.4,55,0.8,4.2,93,1968,0,0,9,19,0,0,54,9,359,443.8,13.0,0.0,45.6,16.9,1557876,1936482,GKP,5.5,2025-04-19
311,Alexander-Arnold,Trent,Alexander-Arnold,Liverpool,1,2,15.4,72,0.0,4.8,135,2144,2,6,12,21,4,0,0,13,562,661.0,792.6,232.0,168.3,18.8,4398257,6031657,DEF,7.2,2025-04-19
312,Bajcetic,Stefan,Bajčetić Maquieira,Liverpool,1,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2712,17644,MID,4.5,2025-04-19
313,Bradley,Conor,Bradley,Liverpool,1,2,1.3,47,3.2,2.1,29,454,0,1,2,5,2,0,0,3,113,93.4,59.3,119.0,27.1,6.2,165618,112001,DEF,4.7,2025-04-19
315,Clark,Bobby,Clark,Liverpool,1,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,444,5333,MID,4.5,2025-04-19
316,Darwin,Darwin,Núñez Ribeiro,Liverpool,1,4,2.0,70,0.2,2.4,61,995,5,3,2,17,8,0,0,6,233,249.2,123.9,354.0,72.0,8.7,429818,824457,FWD,7.0,2025-04-19
317,Diogo J.,Diogo,Teixeira da Silva,Liverpool,1,3,2.7,72,2.5,3.9,82,1034,6,4,7,10,2,0,0,4,233,297.4,164.0,479.0,93.6,11.4,1286224,2668165,MID,7.2,2025-04-19
318,Doak,Ben,Doak,Liverpool,1,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1136,5671,MID,4.5,2025-04-19
319,Elliott,Harvey,Elliott,Liverpool,1,3,0.2,52,0.2,1.2,15,156,0,1,0,1,0,0,0,0,54,41.2,68.7,72.0,18.3,2.9,22566,118885,MID,5.2,2025-04-19
320,Endo,Endo,Wataru,Liverpool,1,3,0.1,46,0.5,1.0,16,143,0,0,0,2,0,0,0,0,53,28.2,17.8,4.0,4.9,3.5,21809,35167,MID,4.6,2025-04-19
321,Gakpo,Cody,Gakpo,Liverpool,1,4,5.1,72,0.8,3.4,99,1488,8,4,5,18,4,0,0,15,445,474.8,403.5,512.0,139.2,13.8,3367009,3307096,FWD,7.2,2025-04-19
322,Gomez,Joe,Gomez,Liverpool,1,2,0.4,47,0.0,1.6,14,517,0,0,1,8,1,0,0,0,83,130.4,38.5,58.0,22.8,3.0,287063,325782,DEF,4.7,2025-04-19
323,Gravenberch,Ryan,Gravenberch,Liverpool,1,3,0.7,50,2.5,2.5,81,2741,0,3,13,28,5,0,0,1,507,486.0,426.9,102.0,101.7,16.2,251937,226444,MID,5.0,2025-04-19
324,Jones,Curtis,Jones,Liverpool,1,3,0.3,53,2.0,2.9,78,1406,3,5,6,20,1,1,0,4,340,345.6,291.8,356.0,98.8,14.7,170810,166729,MID,5.3,2025-04-19
325,Kelleher,Caoimhin,Kelleher,Liverpool,1,1,1.4,40,2.0,4.5,45,900,0,0,4,12,0,0,27,1,156,224.2,0.0,0.0,22.4,11.2,780698,721394,GKP,4.0,2025-04-19
326,Konaté,Ibrahima,Konaté,Liverpool,1,2,7.6,53,2.2,3.5,91,2140,1,2,10,21,5,0,0,1,427,512.6,153.0,99.0,76.8,17.2,3030355,2531033,DEF,5.3,2025-04-19
327,Luis Díaz,Luis,Díaz,Liverpool,1,3,16.7,75,6.0,5.2,162,2055,11,7,14,15,2,0,0,20,552,670.8,659.5,808.0,213.7,21.6,6928388,6223962,MID,7.5,2025-04-19
328,M.Salah,Mohamed,Salah,Liverpool,1,3,70.3,138,2.8,9.9,317,2834,27,18,14,30,1,0,0,51,1060,1470.6,1000.2,1740.0,421.0,23.0,6866333,2913870,MID,13.8,2025-04-19
329,Mac Allister,Alexis,Mac Allister,Liverpool,1,3,1.7,62,4.2,3.4,104,2380,4,5,13,21,6,0,0,5,497,553.2,610.3,334.0,149.6,16.8,307587,427566,MID,6.2,2025-04-19
330,McConnell,James,McConnell,Liverpool,1,3,0.1,43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10356,10896,MID,4.3,2025-04-19
331,Morton,Tyler,Morton,Liverpool,1,3,0.1,44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30178,30686,MID,4.4,2025-04-19
332,N.Phillips,Nathaniel,Phillips,Liverpool,1,2,0.1,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4026,17700,DEF,4.0,2025-04-19
333,Quansah,Jarell,Quansah,Liverpool,1,2,1.1,39,0.2,0.9,10,308,0,0,0,6,1,0,0,0,40,87.0,17.1,13.0,11.8,2.6,337893,809944,DEF,3.9,2025-04-19
334,R.Williams,Rhys,Williams,Liverpool,1,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,828,14566,DEF,4.0,2025-04-19
335,Robertson,Andrew,Robertson,Liverpool,1,2,4.2,58,1.8,2.8,83,2215,0,0,10,28,3,1,0,4,371,358.6,629.6,164.0,114.9,14.3,1146110,1250276,DEF,5.8,2025-04-19
336,Szoboszlai,Dominik,Szoboszlai,Liverpool,1,3,2.8,62,1.2,3.9,116,2114,5,7,11,23,6,0,0,13,483,443.6,612.6,513.0,156.4,18.7,929011,885856,MID,6.2,2025-04-19
337,Tsimikas,Konstantinos,Tsimikas,Liverpool,1,2,0.2,46,0.2,2.2,33,568,0,1,3,3,2,0,0,1,168,146.2,148.2,35.0,33.1,7.2,45344,77700,DEF,4.6,2025-04-19
339,Virgil,Virgil,van Dijk,Liverpool,1,2,25.1,66,4.5,3.9,126,2880,2,1,13,31,3,0,0,7,556,785.4,172.7,255.0,121.2,19.1,3426196,2366351,DEF,6.6,2025-04-19
636,Chiesa,Federico,Chiesa,Liverpool,1,3,0.2,68,0.2,1.0,4,33,0,0,0,1,0,0,0,0,8,3.4,2.4,34.0,3.9,0.6,52652,53555,MID,6.8,2025-04-19
660,Jaros,Vítezslav,Jaros,Liverpool,1,1,0.1,40,0.0,1.0,1,11,0,0,0,0,0,0,1,0,6,8.8,0.0,0.0,0.9,0.2,35670,31063,GKP,4.0,2025-04-19
669,Davies,Harvey,Davies,Liverpool,1,1,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2016,1795,GKP,4.0,2025-04-19
688,Nyoni,Treymaurice,Nyoni,Liverpool,1,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,953,738,MID,4.5,2025-04-19
692,Nallo,Amara,Nallo,Liverpool,1,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1113,1058,DEF,4.0,2025-04-19
709,Danns,Jayden,Danns,Liverpool,1,4,0.0,45,0.0,1.0,1,10,0,0,0,1,0,0,0,0,2,0.0,0.3,0.0,0.0,0.2,6042,5320,FWD,4.5,2025-04-19
744,Slot,Arne,Slot,Liverpool,1,5,15.0,15,4.8,0.0,86,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57.3,151742,357540,MANAGER,1.5,2025-04-19
340,Akanji,Manuel,Akanji,Man City,5,2,2.2,53,0.0,2.2,44,1707,0,0,4,27,3,0,0,1,225,291.8,231.8,56.0,58.0,8.3,419228,721754,DEF,5.3,2025-04-19
341,Aké,Nathan,Aké,Man City,5,2,0.8,53,0.0,2.5,25,677,0,0,3,11,0,0,0,0,121,104.6,33.7,20.0,15.9,4.7,72765,278306,DEF,5.3,2025-04-19
342,Bernardo,Bernardo,Veiga de Carvalho e Silva,Man City,5,3,2.6,61,0.4,2.9,78,2127,2,4,5,35,6,0,0,7,425,451.2,631.6,461.0,154.5,12.8,937059,1212899,MID,6.1,2025-04-19
343,Bobb,Oscar,Bobb,Man City,5,3,0.1,47,0.4,1.0,2,13,0,0,0,0,0,0,0,0,10,4.2,12.4,0.0,1.6,0.4,4947,31385,MID,4.7,2025-04-19
344,Carson,Scott,Carson,Man City,5,1,0.2,39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21006,21733,GKP,3.9,2025-04-19
345,De Bruyne,Kevin,De Bruyne,Man City,5,3,9.9,93,3.0,4.1,91,1271,3,9,6,18,2,0,0,9,366,380.8,671.8,316.0,136.6,9.8,1682555,1729504,MID,9.3,2025-04-19
346,Doku,Jérémy,Doku,Man City,5,3,1.5,62,1.0,3.1,72,1269,3,4,6,13,1,0,0,3,361,385.0,402.1,401.0,119.1,11.6,522088,760422,MID,6.2,2025-04-19
347,Ederson M.,Ederson,Santana de Moraes,Man City,5,1,5.1,53,3.2,4.1,91,1960,0,4,7,25,3,0,50,9,327,522.0,43.0,0.0,56.4,17.2,772582,1114868,GKP,5.3,2025-04-19
348,Foden,Phil,Foden,Man City,5,3,4.9,91,0.2,4.0,100,1682,7,3,5,24,2,0,0,10,434,440.4,717.7,438.0,159.2,11.0,1811611,3087701,MID,9.1,2025-04-19
349,Grealish,Jack,Grealish,Man City,5,3,0.3,64,2.2,1.9,37,709,1,1,2,9,3,0,0,4,184,155.2,321.4,234.0,71.1,5.8,53067,60447,MID,6.4,2025-04-19
350,Gvardiol,Joško,Gvardiol,Man City,5,2,34.5,62,3.2,3.9,122,2738,5,0,9,39,1,0,0,11,493,745.2,463.8,421.0,163.4,19.7,5022346,4709504,DEF,6.2,2025-04-19
351,Haaland,Erling,Haaland,Man City,5,4,22.4,148,0.0,6.1,171,2480,21,3,7,38,2,0,0,26,750,906.4,323.4,1408.0,264.0,11.6,3999598,7343210,FWD,14.8,2025-04-19
352,J.Alvarez,Julián,Álvarez,Man City,5,4,0.1,70,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,29587,FWD,7.0,2025-04-19
353,João Cancelo,João,Cavaco Cancelo,Man City,5,2,0.2,53,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4654,78700,DEF,5.3,2025-04-19
354,Kovačić,Mateo,Kovačić,Man City,5,3,1.4,54,2.6,3.6,93,1853,5,2,8,27,5,0,0,13,455,495.2,491.3,159.0,114.7,17.2,753893,747519,MID,5.4,2025-04-19
355,Lewis,Rico,Lewis,Man City,5,2,4.1,43,0.6,2.3,59,1806,1,2,4,27,3,1,0,1,261,289.0,205.9,131.0,62.5,13.7,2609329,2372843,DEF,4.3,2025-04-19
356,Matheus N.,Matheus Luiz,Nunes,Man City,5,3,0.1,49,1.2,2.4,51,1220,0,4,6,17,3,0,0,2,247,241.8,350.7,128.0,72.1,10.4,79452,78118,MID,4.9,2025-04-19
357,McAtee,James,McAtee,Man City,5,3,0.1,46,1.4,2.2,27,216,3,0,0,5,1,0,0,0,89,108.6,43.4,125.0,27.2,5.9,28314,23661,MID,4.6,2025-04-19
358,Ortega Moreno,Stefan,Ortega Moreno,Man City,5,1,0.9,52,0.2,2.5,27,919,0,0,2,17,1,0,29,0,112,256.4,0.0,0.0,25.7,5.2,88353,97721,GKP,5.2,2025-04-19
360,Rodrigo,Rodrigo 'Rodri',Hernandez,Man City,5,3,0.8,62,0.0,1.0,2,65,0,0,0,0,0,0,0,0,18,10.8,17.1,0.0,2.8,0.3,40184,422264,MID,6.2,2025-04-19
361,Rúben,Rúben,Gato Alves Dias,Man City,5,2,4.0,54,2.4,2.7,56,1729,0,0,7,19,4,0,0,1,269,343.6,147.3,93.0,58.4,10.4,549740,630654,DEF,5.4,2025-04-19
362,Stones,John,Stones,Man City,5,2,1.0,53,0.0,2.6,29,544,2,0,1,11,1,0,0,2,92,155.6,49.8,70.0,27.4,5.5,196784,357982,DEF,5.3,2025-04-19
363,Walker,Kyle,Walker,Man City,5,2,2.6,51,0.0,0.9,13,966,0,0,0,21,3,0,0,0,63,157.4,147.7,29.0,33.5,2.5,187185,908329,DEF,5.1,2025-04-19
571,Savinho,Sávio 'Savinho',Moreira de Oliveira,Man City,5,3,3.6,62,2.0,3.9,101,1653,1,11,7,25,3,0,0,15,419,399.0,641.3,638.0,168.1,16.3,1560285,1281582,MID,6.2,2025-04-19
607,O’Reilly,Nico,O'Reilly,Man City,5,3,0.2,49,2.8,3.2,16,274,1,0,2,2,0,0,0,1,68,65.6,40.3,44.0,15.0,3.3,22695,4186,MID,4.9,2025-04-19
625,Gündogan,Ilkay,Gündogan,Man City,5,3,0.6,63,2.2,2.4,66,1781,0,4,6,27,1,0,0,2,338,271.4,621.2,198.0,109.1,10.5,170065,144279,MID,6.3,2025-04-19
626,Kaboré,Issa,Kaboré,Man City,5,2,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,491,792,DEF,4.5,2025-04-19
671,Wright,Jacob,Wright,Man City,5,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2083,1934,MID,4.5,2025-04-19
672,Simpson-Pusey,Jahmai,Simpson-Pusey,Man City,5,2,0.0,40,0.0,0.5,1,95,0,0,0,2,1,0,0,0,7,19.6,2.2,2.0,2.4,0.2,6426,5054,DEF,4.0,2025-04-19
675,Wilson-Esbrand,Josh,Wilson-Esbrand,Man City,5,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2181,2236,DEF,4.0,2025-04-19
698,Mubama,Divin,Mubama,Man City,5,4,0.1,45,0.0,1.0,1,27,0,0,0,0,0,0,0,0,2,0.2,0.1,5.0,0.5,0.2,33962,24516,FWD,4.5,2025-04-19
703,Alleyne,Max,Alleyne,Man City,5,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1178,848,DEF,4.0,2025-04-19
704,Brits,Spike,Brits,Man City,5,1,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1027,731,GKP,4.0,2025-04-19
732,Khusanov,Abdukodir,Khusanov,Man City,5,2,0.5,50,0.0,2.3,14,503,0,0,2,6,1,0,0,0,78,102.0,33.9,4.0,14.1,2.8,114569,61976,DEF,5.0,2025-04-19
733,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,Man City,5,2,0.0,45,0.2,1.0,1,1,0,0,0,0,0,0,0,0,4,3.2,0.0,0.0,0.3,0.2,2158,1486,DEF,4.5,2025-04-19
736,Guardiola,Pep,Guardiola,Man City,5,5,17.6,15,5.2,0.0,62,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41.3,71079,27222,MANAGER,1.5,2025-04-19
755,Marmoush,Omar,Marmoush,Man City,5,4,35.3,77,3.6,5.6,56,735,6,1,4,11,0,0,0,10,261,274.6,176.2,292.0,74.3,7.3,4398090,526678,FWD,7.7,2025-04-19
765,N.Gonzalez,Nico,González,Man City,5,3,0.0,60,1.2,2.6,18,571,0,1,4,6,3,0,0,0,80,79.4,67.4,27.0,17.1,3.0,8279,4544,MID,6.0,2025-04-19
785,Echeverri,Claudio,Echeverri,Man City,5,3,0.0,59,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,557,412,MID,5.9,2025-04-19
364,Amad,Amad,Diallo,Man Utd,14,3,3.9,53,0.0,4.9,107,1591,6,7,6,25,3,0,0,14,462,516.8,552.3,477.0,154.7,20.2,3935511,3970750,MID,5.3,2025-04-19
365,Antony,Antony Matheus,dos Santos,Man Utd,14,3,0.2,57,0.0,1.0,8,135,0,0,0,2,0,0,0,0,37,35.0,50.7,74.0,15.8,1.4,18431,38614,MID,5.7,2025-04-19
366,B.Fernandes,Bruno,Borges Fernandes,Man Utd,14,3,15.9,85,1.8,5.1,159,2636,8,11,9,42,2,2,0,25,719,925.0,1178.4,516.0,261.5,18.7,4512312,4724477,MID,8.5,2025-04-19
367,Bayindir,Altay,Bayindir,Man Utd,14,1,0.1,43,0.0,0.0,0,90,0,0,0,4,0,0,2,0,-6,18.2,0.0,0.0,1.8,0.0,12034,16198,GKP,4.3,2025-04-19
368,Casemiro,Carlos Henrique,Casimiro,Man Utd,14,3,0.4,46,0.8,2.0,42,1266,1,0,4,19,3,0,0,3,259,393.2,304.6,231.0,93.0,9.1,126630,159742,MID,4.6,2025-04-19
369,Dalot,Diogo,Dalot Teixeira,Man Utd,14,2,5.5,50,2.5,3.0,93,2756,0,4,8,44,5,0,0,9,349,485.6,420.1,255.0,115.8,18.6,1474739,1805068,DEF,5.0,2025-04-19
370,Eriksen,Christian,Eriksen,Man Utd,14,3,0.2,52,0.5,1.8,32,897,0,1,4,13,3,0,0,0,162,137.0,325.3,32.0,49.5,6.2,25151,37561,MID,5.2,2025-04-19
371,Evans,Jonny,Evans,Man Utd,14,2,0.1,44,0.0,2.3,14,288,0,0,1,2,1,0,0,3,62,51.0,4.1,6.0,6.1,3.2,8978,17772,DEF,4.4,2025-04-19
372,Garnacho,Alejandro,Garnacho,Man Utd,14,3,4.7,59,2.5,2.8,88,1867,5,3,5,29,2,0,0,4,306,367.0,388.9,780.0,152.8,14.9,1232389,2518402,MID,5.9,2025-04-19
373,Hannibal,Hannibal,Mejbri,Man Utd,14,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1740,11886,MID,4.5,2025-04-19
374,Heaton,Tom,Heaton,Man Utd,14,1,0.3,39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21771,23539,GKP,3.9,2025-04-19
375,Højlund,Rasmus,Højlund,Man Utd,14,4,1.0,69,1.0,2.3,61,1579,3,1,4,27,2,0,0,5,203,139.8,206.4,282.0,62.1,8.8,471422,478296,FWD,6.9,2025-04-19
376,Lindelof,Victor,Lindelöf,Man Utd,14,2,0.1,43,0.2,1.4,14,362,0,0,1,6,1,0,0,0,44,69.6,37.6,6.0,11.4,3.3,4438,18040,DEF,4.3,2025-04-19
377,Maguire,Harry,Maguire,Man Utd,14,2,0.6,49,0.5,1.7,37,1413,1,0,2,22,7,0,0,3,180,360.8,78.3,164.0,60.4,7.6,85155,110764,DEF,4.9,2025-04-19
378,Mainoo,Kobbie,Mainoo,Man Utd,14,3,1.7,52,0.2,1.7,33,1290,0,0,5,20,5,0,0,0,187,154.8,212.5,101.0,47.1,6.3,154085,625013,MID,5.2,2025-04-19
379,Malacia,Tyrell,Malacia,Man Utd,14,2,0.0,44,0.0,0.7,2,99,0,0,0,1,1,0,0,0,2,5.2,13.9,0.0,1.7,0.5,2894,3781,DEF,4.4,2025-04-19
380,Martinez,Lisandro,Martínez,Man Utd,14,2,2.3,43,0.0,3.4,68,1751,2,1,6,27,7,0,0,5,293,426.6,153.9,158.0,73.8,15.8,446260,791585,DEF,4.3,2025-04-19
381,McTominay,Scott,McTominay,Man Utd,14,3,0.1,49,0.0,1.0,2,17,0,0,0,1,0,0,0,0,4,3.2,0.3,5.0,0.9,0.4,6691,93398,MID,4.9,2025-04-19
382,Mount,Mason,Mount,Man Utd,14,3,0.1,63,0.5,0.9,10,309,0,0,1,6,3,0,0,0,21,32.0,71.3,62.0,16.3,1.6,7647,27634,MID,6.3,2025-04-19
383,Onana,André,Onana,Man Utd,14,1,5.3,49,3.2,3.7,114,2790,0,0,9,41,0,0,87,8,419,703.0,13.0,0.0,71.6,23.3,1168702,1342161,GKP,4.9,2025-04-19
384,Pellistri,Facundo,Pellistri Rebollo,Man Utd,14,3,0.0,50,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61,1928,MID,5.0,2025-04-19
387,Shaw,Luke,Shaw,Man Utd,14,2,0.2,49,0.2,1.0,3,80,0,0,0,0,0,0,0,0,27,22.6,27.0,0.0,5.0,0.6,5904,66859,DEF,4.9,2025-04-19
389,Zirkzee,Joshua,Zirkzee,Man Utd,14,4,1.6,65,1.0,2.0,64,1385,3,2,3,24,2,0,0,6,216,222.6,212.0,351.0,78.0,9.8,543547,694902,FWD,6.5,2025-04-19
572,Yoro,Leny,Yoro,Man Utd,14,2,0.2,43,1.5,1.1,18,962,0,0,1,20,5,0,0,0,72,172.2,30.5,48.0,25.2,4.2,45878,47864,DEF,4.3,2025-04-19
593,De Ligt,Matthijs,de Ligt,Man Utd,14,2,3.0,48,0.5,2.4,68,2085,2,0,4,34,3,0,0,3,315,511.6,88.6,303.0,90.8,14.2,622233,833606,DEF,4.8,2025-04-19
594,Mazraoui,Noussair,Mazraoui,Man Utd,14,2,7.8,42,2.2,2.5,81,2473,0,1,7,38,2,0,0,5,362,527.6,271.3,112.0,91.0,19.3,3096093,2823799,DEF,4.2,2025-04-19
613,Collyer,Toby,Collyer,Man Utd,14,3,0.0,45,0.0,1.0,6,174,0,0,0,2,0,0,0,0,40,40.4,29.9,8.0,7.9,1.3,13736,12309,MID,4.5,2025-04-19
648,Wheatley,Ethan,Wheatley,Man Utd,14,4,1.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,465169,396361,FWD,4.5,2025-04-19
652,Ugarte,Manuel,Ugarte,Man Utd,14,3,0.1,49,1.2,1.6,39,1526,1,0,4,26,9,0,0,1,253,244.0,148.1,90.0,48.1,8.0,36045,31320,MID,4.9,2025-04-19
658,Heaven,Ayden,Heaven,Man Utd,14,2,0.1,40,0.0,1.0,2,95,0,0,0,1,0,0,0,0,20,28.2,0.7,2.0,3.1,0.5,14179,10710,DEF,4.0,2025-04-19
667,Fletcher,Jack,Fletcher,Man Utd,14,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1388,1147,MID,4.5,2025-04-19
670,Amass,Harry,Amass,Man Utd,14,2,0.0,40,0.0,0.5,1,75,0,0,0,2,0,0,0,0,-5,11.2,1.3,1.0,1.4,0.2,5900,3774,DEF,4.0,2025-04-19
673,Fitzgerald,Jayce,Fitzgerald,Man Utd,14,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,693,569,MID,4.5,2025-04-19
691,Kukonki,Godwill,Kukonki,Man Utd,14,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,950,891,DEF,4.0,2025-04-19
745,Amorim,Ruben Filipe,Marques Diogo Amorim,Man Utd,14,5,1.1,8,2.8,0.0,54,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67.5,35458,35251,MANAGER,0.8,2025-04-19
761,Harrison,Elyh,Harrison,Man Utd,14,1,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,534,251,GKP,4.0,2025-04-19
766,Dorgu,Patrick,Dorgu,Man Utd,14,2,0.2,45,2.0,1.2,7,437,0,0,1,8,1,1,0,0,38,57.2,93.1,85.0,23.5,1.6,50661,27476,DEF,4.5,2025-04-19
776,Obi,Chido,Obi-Martin,Man Utd,14,4,0.2,45,0.0,0.7,2,26,0,0,0,0,1,0,0,0,5,1.2,1.8,2.0,0.4,0.4,33094,15439,FWD,4.5,2025-04-19
777,Fredricson,Tyler,Fredricson,Man Utd,14,2,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,247,141,DEF,4.0,2025-04-19
778,Moorhouse,Jack,Moorhouse,Man Utd,14,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,171,91,MID,4.5,2025-04-19
779,Koné,Sékou,Koné,Man Utd,14,3,0.0,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,394,207,MID,4.5,2025-04-19
783,Graczyk,Hubert,Graczyk,Man Utd,14,1,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,216,83,GKP,4.0,2025-04-19
788,Dermot Mee,Dermot,Mee,Man Utd,14,1,0.0,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,185,74,GKP,4.0,2025-04-19
390,A.Murphy,Alex,Murphy,Newcastle,3,2,0.5,40,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,83269,125290,DEF,4.0,2025-04-19
391,Almirón,Miguel,Almirón Rejala,Newcastle,3,3,0.3,54,0.0,1.1,10,150,0,0,0,3,0,0,0,0,36,15.2,40.9,57.0,11.3,1.9,42668,118525,MID,5.4,2025-04-19
392,Barnes,Harvey,Barnes,Newcastle,3,3,2.6,59,8.0,4.2,113,1253,9,4,4,16,0,0,0,13,383,464.2,282.2,532.0,128.0,19.2,929139,737637,MID,5.9,2025-04-19
393,Botman,Sven,Botman,Newcastle,3,2,0.0,44,0.0,2.3,7,225,0,0,1,3,1,0,0,0,32,41.8,2.6,13.0,5.8,1.6,15393,15237,DEF,4.4,2025-04-19
394,Bruno G.,Bruno,Guimarães Rodriguez Moura,Newcastle,3,3,3.1,62,3.0,3.7,118,2733,4,6,11,37,5,0,0,10,574,611.8,647.4,334.0,159.6,19.0,521604,541884,MID,6.2,2025-04-19
395,Burn,Dan,Burn,Newcastle,3,2,11.3,45,3.0,2.8,88,2790,0,0,11,38,9,0,0,5,379,574.0,92.1,194.0,86.2,19.6,1643247,1957608,DEF,4.5,2025-04-19
396,Dúbravka,Martin,Dúbravka,Newcastle,3,1,1.6,41,0.0,4.4,44,900,0,0,5,12,0,0,29,2,160,220.2,0.0,0.0,22.0,10.7,435102,400376,GKP,4.1,2025-04-19
398,Gordon,Anthony,Gordon,Newcastle,3,3,7.7,74,0.4,4.1,115,2147,6,6,9,30,2,0,0,9,444,524.8,730.8,631.0,188.6,15.5,3436331,5168155,MID,7.4,2025-04-19
399,Hall,Lewis,Hall,Newcastle,3,2,5.0,47,0.0,3.8,102,2188,0,7,8,31,3,0,0,11,443,561.6,561.2,128.0,125.3,21.7,3442221,3466660,DEF,4.7,2025-04-19
400,Hayden,Isaac,Hayden,Newcastle,3,3,0.1,44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11061,14753,MID,4.4,2025-04-19
401,Isak,Alexander,Isak,Newcastle,3,4,58.5,95,4.2,6.6,190,2337,21,6,10,35,1,0,0,33,775,965.8,504.8,1129.0,259.0,20.0,8962229,8191395,FWD,9.5,2025-04-19
